"259","Ultraviolet L","259"
"260","Xray L","260"
"261","Gamma L","261"
"262","Multifrequency L","262"
"263","Cap Booster 25","263"
"264","Cap Booster 50","264"
"266","Scourge Rocket","266"
"267","Scourge Torpedo","267"
"269","Mjolnir Auto-Targeting Light Missile I","269"
"377","Small Shield Extender I","377"
"380","Small Shield Extender II","380"
"393","Shield Recharger I","393"
"394","Shield Recharger II","394"
"399","Small Shield Booster I","399"
"400","Small Shield Booster II","400"
"405","'Micro' Remote Shield Booster","405"
"406","Micro Remote Shield Booster II","406"
"421","'Basic' Capacitor Recharger","421"
"434","5MN Microwarpdrive I","434"
"438","1MN Afterburner II","438"
"439","1MN Afterburner I","439"
"440","5MN Microwarpdrive II","440"
"442","Cargo Scanner I","442"
"443","Ship Scanner I","443"
"444","Survey Scanner I","444"
"447","Warp Scrambler I","447"
"448","Warp Scrambler II","448"
"450","Gatling Pulse Laser I","450"
"451","Dual Light Pulse Laser I","451"
"452","Dual Light Beam Laser I","452"
"453","Small Focused Pulse Laser I","453"
"454","Small Focused Beam Laser I","454"
"455","Quad Light Beam Laser I","455"
"456","Focused Medium Pulse Laser I","456"
"457","Focused Medium Beam Laser I","457"
"458","Heavy Pulse Laser I","458"
"459","Heavy Beam Laser I","459"
"460","Dual Heavy Pulse Laser I","460"
"461","Dual Heavy Beam Laser I","461"
"462","Mega Pulse Laser I","462"
"463","Mega Beam Laser I","463"
"464","Tachyon Beam Laser I","464"
"482","Miner II","482"
"483","Miner I","483"
"484","125mm Gatling AutoCannon I","484"
"485","150mm Light AutoCannon I","485"
"486","200mm AutoCannon I","486"
"487","250mm Light Artillery Cannon I","487"
"488","280mm Howitzer Artillery I","488"
"489","Dual 180mm AutoCannon I","489"
"490","220mm Vulcan AutoCannon I","490"
"491","425mm AutoCannon I","491"
"492","650mm Artillery Cannon I","492"
"493","720mm Howitzer Artillery I","493"
"494","Dual 425mm AutoCannon I","494"
"495","Dual 650mm Repeating Cannon I","495"
"496","800mm Repeating Cannon I","496"
"497","1200mm Artillery Cannon I","497"
"498","1400mm Howitzer Artillery I","498"
"499","Light Missile Launcher I","499"
"501","Heavy Missile Launcher I","501"
"503","Torpedo Launcher I","503"
"506","'Basic' Capacitor Power Relay","506"
"508","'Basic' Shield Flux Coil","508"
"509","'Basic' Capacitor Flux Coil","509"
"518","'Basic' Gyrostabilizer","518"
"519","Gyrostabilizer II","519"
"520","Gyrostabilizer I","520"
"521","'Basic' Damage Control","521"
"522","'Micro' Cap Battery","522"
"523","Small Armor Repairer I","523"
"524","Small Hull Repairer I","524"
"526","Stasis Webifier I","526"
"527","Stasis Webifier II","527"
"529","Small Remote Capacitor Transmitter I","529"
"530","Small Energy Nosferatu I","530"
"533","Small Energy Neutralizer I","533"
"561","75mm Gatling Rail I","561"
"562","Light Electron Blaster I","562"
"563","Light Ion Blaster I","563"
"564","Light Neutron Blaster I","564"
"565","150mm Railgun I","565"
"566","Heavy Electron Blaster I","566"
"567","Dual 150mm Railgun I","567"
"568","Heavy Neutron Blaster I","568"
"569","Heavy Ion Blaster I","569"
"570","250mm Railgun I","570"
"571","Electron Blaster Cannon I","571"
"572","Dual 250mm Railgun I","572"
"573","Neutron Blaster Cannon I","573"
"574","425mm Railgun I","574"
"575","Ion Blaster Cannon I","575"
"577","Medium Capacitor Booster I","577"
"578","Adaptive Invulnerability Field I","578"
"580","Burst Jammer I","580"
"581","Passive Targeter I","581"
"582","Bantam","582"
"583","Condor","583"
"584","Griffin","584"
"585","Slasher","585"
"586","Probe","586"
"587","Rifter","587"
"588","Reaper","588"
"589","Executioner","589"
"590","Inquisitor","590"
"591","Tormentor","591"
"592","Navitas","592"
"593","Tristan","593"
"594","Incursus","594"
"596","Impairor","596"
"597","Punisher","597"
"598","Breacher","598"
"599","Burst","599"
"601","Ibis","601"
"602","Kestrel","602"
"603","Merlin","603"
"605","Heron","605"
"606","Velator","606"
"607","Imicus","607"
"608","Atron","608"
"609","Maulus","609"
"615","Immolator","615"
"617","Echo","617"
"620","Osprey","620"
"621","Caracal","621"
"622","Stabber","622"
"623","Moa","623"
"624","Maller","624"
"625","Augoror","625"
"626","Vexor","626"
"627","Thorax","627"
"628","Arbitrator","628"
"629","Rupture","629"
"630","Bellicose","630"
"631","Scythe","631"
"632","Blackbird","632"
"633","Celestis","633"
"634","Exequror","634"
"635","Opux Luxury Yacht","635"
"638","Raven","638"
"639","Tempest","639"
"640","Scorpion","640"
"641","Megathron","641"
"642","Apocalypse","642"
"643","Armageddon","643"
"644","Typhoon","644"
"645","Dominix","645"
"648","Badger","648"
"649","Tayra","649"
"650","Nereus","650"
"651","Hoarder","651"
"652","Mammoth","652"
"653","Wreathe","653"
"654","Kryos","654"
"655","Epithal","655"
"656","Miasmos","656"
"657","Iteron Mark V","657"
"671","Erebus","671"
"672","Caldari Shuttle","672"
"683","Bantam Blueprint","683"
"684","Condor Blueprint","684"
"685","Griffin Blueprint","685"
"686","Osprey Blueprint","686"
"687","Caracal Blueprint","687"
"688","Raven Blueprint","688"
"689","Slasher Blueprint","689"
"690","Probe Blueprint","690"
"691","Rifter Blueprint","691"
"692","Stabber Blueprint","692"
"693","Tempest Blueprint","693"
"785","Miner I Blueprint","785"
"786","Light Missile Launcher I Blueprint","786"
"788","Heavy Missile Launcher I Blueprint","788"
"790","Torpedo Launcher I Blueprint","790"
"803","Mjolnir Cruise Missile Blueprint","803"
"804","Scourge Cruise Missile Blueprint","804"
"805","Inferno Cruise Missile Blueprint","805"
"806","Nova Cruise Missile Blueprint","806"
"807","Nova Heavy Missile Blueprint","807"
"808","Mjolnir Heavy Missile Blueprint","808"
"809","Inferno Heavy Missile Blueprint","809"
"810","Scourge Heavy Missile Blueprint","810"
"811","Scourge Light Missile Blueprint","811"
"812","Inferno Light Missile Blueprint","812"
"813","Mjolnir Light Missile Blueprint","813"
"814","Nova Light Missile Blueprint","814"
"819","125mm Gatling AutoCannon I Blueprint","819"
"820","150mm Light AutoCannon I Blueprint","820"
"821","200mm AutoCannon I Blueprint","821"
"822","250mm Light Artillery Cannon I Blueprint","822"
"823","280mm Howitzer Artillery I Blueprint","823"
"824","Dual 180mm AutoCannon I Blueprint","824"
"825","220mm Vulcan AutoCannon I Blueprint","825"
"826","425mm AutoCannon I Blueprint","826"
"827","650mm Artillery Cannon I Blueprint","827"
"828","720mm Howitzer Artillery I Blueprint","828"
"829","Dual 425mm AutoCannon I Blueprint","829"
"830","Dual 650mm Repeating Cannon I Blueprint","830"
"831","800mm Repeating Cannon I Blueprint","831"
"832","1200mm Artillery Cannon I Blueprint","832"
"833","1400mm Howitzer Artillery I Blueprint","833"
"834","Gatling Pulse Laser I Blueprint","834"
"835","Dual Light Pulse Laser I Blueprint","835"
"836","Dual Light Beam Laser I Blueprint","836"
"837","Small Focused Pulse Laser I Blueprint","837"
"838","Small Focused Beam Laser I Blueprint","838"
"839","Quad Light Beam Laser I Blueprint","839"
"840","Focused Medium Pulse Laser I Blueprint","840"
"841","Focused Medium Beam Laser I Blueprint","841"
"842","Heavy Pulse Laser I Blueprint","842"
"843","Heavy Beam Laser I Blueprint","843"
"844","Dual Heavy Pulse Laser I Blueprint","844"
"845","Dual Heavy Beam Laser I Blueprint","845"
"846","Mega Pulse Laser I Blueprint","846"
"847","Mega Beam Laser I Blueprint","847"
"848","Tachyon Beam Laser I Blueprint","848"
"879","Carbonized Lead S Blueprint","879"
"880","Nuclear S Blueprint","880"
"881","Proton S Blueprint","881"
"882","Depleted Uranium S Blueprint","882"
"883","Titanium Sabot S Blueprint","883"
"884","Fusion S Blueprint","884"
"885","Phased Plasma S Blueprint","885"
"886","EMP S Blueprint","886"
"887","Carbonized Lead M Blueprint","887"
"888","Nuclear M Blueprint","888"
"889","Proton M Blueprint","889"
"890","Depleted Uranium M Blueprint","890"
"891","Titanium Sabot M Blueprint","891"
"892","Fusion M Blueprint","892"
"893","Phased Plasma M Blueprint","893"
"894","EMP M Blueprint","894"
"895","Carbonized Lead L Blueprint","895"
"896","Nuclear L Blueprint","896"
"897","Proton L Blueprint","897"
"898","Depleted Uranium L Blueprint","898"
"899","Titanium Sabot L Blueprint","899"
"900","Fusion L Blueprint","900"
"901","Phased Plasma L Blueprint","901"
"902","EMP L Blueprint","902"
"936","Executioner Blueprint","936"
"937","Inquisitor Blueprint","937"
"938","Tormentor Blueprint","938"
"939","Navitas Blueprint","939"
"940","Tristan Blueprint","940"
"941","Incursus Blueprint","941"
"944","Punisher Blueprint","944"
"945","Breacher Blueprint","945"
"946","Burst Blueprint","946"
"949","Kestrel Blueprint","949"
"950","Merlin Blueprint","950"
"952","Heron Blueprint","952"
"954","Imicus Blueprint","954"
"955","Atron Blueprint","955"
"956","Maulus Blueprint","956"
"967","Caldari Shuttle Blueprint","967"
"968","Moa Blueprint","968"
"969","Maller Blueprint","969"
"970","Augoror Blueprint","970"
"971","Vexor Blueprint","971"
"972","Thorax Blueprint","972"
"973","Arbitrator Blueprint","973"
"974","Rupture Blueprint","974"
"975","Bellicose Blueprint","975"
"976","Scythe Blueprint","976"
"977","Blackbird Blueprint","977"
"978","Celestis Blueprint","978"
"979","Exequror Blueprint","979"
"983","Badger Blueprint","983"
"984","Tayra Blueprint","984"
"985","Nereus Blueprint","985"
"986","Hoarder Blueprint","986"
"987","Mammoth Blueprint","987"
"988","Wreathe Blueprint","988"
"989","Kryos Blueprint","989"
"990","Epithal Blueprint","990"
"991","Miasmos Blueprint","991"
"992","Iteron Mark V Blueprint","992"
"994","Scorpion Blueprint","994"
"995","Megathron Blueprint","995"
"996","Apocalypse Blueprint","996"
"997","Armageddon Blueprint","997"
"998","Typhoon Blueprint","998"
"999","Dominix Blueprint","999"
"1002","Erebus Blueprint","1002"
"1010","Small Shield Extender I Blueprint","1010"
"1026","Shield Recharger I Blueprint","1026"
"1032","Small Shield Booster I Blueprint","1032"
"1067","5MN Microwarpdrive I Blueprint","1067"
"1072","1MN Afterburner I Blueprint","1072"
"1074","Cargo Scanner I Blueprint","1074"
"1075","Ship Scanner I Blueprint","1075"
"1076","Survey Scanner I Blueprint","1076"
"1079","Warp Scrambler I Blueprint","1079"
"1096","Gyrostabilizer I Blueprint","1096"
"1099","Small Armor Repairer I Blueprint","1099"
"1100","Small Hull Repairer I Blueprint","1100"
"1102","Stasis Webifier I Blueprint","1102"
"1105","Small Remote Capacitor Transmitter I Blueprint","1105"
"1106","Small Energy Nosferatu I Blueprint","1106"
"1109","Small Energy Neutralizer I Blueprint","1109"
"1112","75mm Gatling Rail I Blueprint","1112"
"1113","Light Electron Blaster I Blueprint","1113"
"1114","Light Ion Blaster I Blueprint","1114"
"1115","Light Neutron Blaster I Blueprint","1115"
"1116","150mm Railgun I Blueprint","1116"
"1117","Heavy Electron Blaster I Blueprint","1117"
"1118","Dual 150mm Railgun I Blueprint","1118"
"1119","Heavy Neutron Blaster I Blueprint","1119"
"1120","Heavy Ion Blaster I Blueprint","1120"
"1121","250mm Railgun I Blueprint","1121"
"1122","Electron Blaster Cannon I Blueprint","1122"
"1123","Dual 250mm Railgun I Blueprint","1123"
"1124","Neutron Blaster Cannon I Blueprint","1124"
"1125","425mm Railgun I Blueprint","1125"
"1126","Ion Blaster Cannon I Blueprint","1126"
"1128","Medium Capacitor Booster I Blueprint","1128"
"1129","Adaptive Invulnerability Field I Blueprint","1129"
"1130","Iron Charge S Blueprint","1130"
"1131","Tungsten Charge S Blueprint","1131"
"1132","Iridium Charge S Blueprint","1132"
"1133","Lead Charge S Blueprint","1133"
"1134","Thorium Charge S Blueprint","1134"
"1135","Uranium Charge S Blueprint","1135"
"1136","Plutonium Charge S Blueprint","1136"
"1137","Antimatter Charge S Blueprint","1137"
"1138","Iron Charge M Blueprint","1138"
"1139","Tungsten Charge M Blueprint","1139"
"1140","Iridium Charge M Blueprint","1140"
"1141","Lead Charge M Blueprint","1141"
"1142","Thorium Charge M Blueprint","1142"
"1143","Uranium Charge M Blueprint","1143"
"1144","Plutonium Charge M Blueprint","1144"
"1145","Antimatter Charge M Blueprint","1145"
"1146","Iron Charge L Blueprint","1146"
"1147","Tungsten Charge L Blueprint","1147"
"1148","Iridium Charge L Blueprint","1148"
"1149","Lead Charge L Blueprint","1149"
"1150","Thorium Charge L Blueprint","1150"
"1151","Uranium Charge L Blueprint","1151"
"1152","Plutonium Charge L Blueprint","1152"
"1153","Antimatter Charge L Blueprint","1153"
"1154","Radio S Blueprint","1154"
"1155","Microwave S Blueprint","1155"
"1156","Infrared S Blueprint","1156"
"1157","Standard S Blueprint","1157"
"1158","Ultraviolet S Blueprint","1158"
"1159","Xray S Blueprint","1159"
"1160","Gamma S Blueprint","1160"
"1161","Multifrequency S Blueprint","1161"
"1162","Radio M Blueprint","1162"
"1163","Microwave M Blueprint","1163"
"1164","Infrared M Blueprint","1164"
"1165","Standard M Blueprint","1165"
"1166","Ultraviolet M Blueprint","1166"
"1167","Xray M Blueprint","1167"
"1168","Gamma M Blueprint","1168"
"1169","Multifrequency M Blueprint","1169"
"1170","Radio L Blueprint","1170"
"1171","Microwave L Blueprint","1171"
"1172","Infrared L Blueprint","1172"
"1173","Standard L Blueprint","1173"
"1174","Ultraviolet L Blueprint","1174"
"1175","Xray L Blueprint","1175"
"1176","Gamma L Blueprint","1176"
"1177","Multifrequency L Blueprint","1177"
"1178","Cap Booster 25 Blueprint","1178"
"1179","Cap Booster 50 Blueprint","1179"
"1182","Auto Targeting System I","1182"
"1183","Small Armor Repairer II","1183"
"1185","Small Cap Battery I","1185"
"1186","Small Cap Battery I Blueprint","1186"
"1190","Small Remote Capacitor Transmitter II","1190"
"1192","'Basic' Overdrive Injector System","1192"
"1193","Basic EM Plating","1193"
"1195","Cap Recharger I","1195"
"1196","Cap Recharger I Blueprint","1196"
"1197","EM Plating I","1197"
"1198","EM Plating II","1198"
"1201","Wasp I","1201"
"1202","Civilian Mining Drone","1202"
"1204","EM Plating I Blueprint","1204"
"1208","Auto Targeting System I Blueprint","1208"
"1210","Burst Jammer I Blueprint","1210"
"1212","Passive Targeter I Blueprint","1212"
"1214","Wasp I Blueprint","1214"
"1216","Mjolnir Auto-Targeting Light Missile I Blueprint","1216"
"1218","Civilian Mining Drone Blueprint","1218"
"1220","Scourge Rocket Blueprint","1220"
"1221","Scourge Torpedo Blueprint","1221"
"1223","Bistot","1223"
"1224","Pyroxeres","1224"
"1225","Crokite","1225"
"1226","Jaspet","1226"
"1227","Omber","1227"
"1228","Scordite","1228"
"1229","Gneiss","1229"
"1230","Veldspar","1230"
"1231","Hemorphite","1231"
"1232","Dark Ochre","1232"
"1236","Overdrive Injector System II","1236"
"1240","'Basic' Reinforced Bulkheads","1240"
"1242","'Basic' Nanofiber Internal Structure","1242"
"1244","Overdrive Injector System I","1244"
"1245","Overdrive Injector System I Blueprint","1245"
"1246","Capacitor Flux Coil I","1246"
"1247","Capacitor Flux Coil I Blueprint","1247"
"1248","Capacitor Flux Coil II","1248"
"1254","Shield Flux Coil I","1254"
"1255","Shield Flux Coil I Blueprint","1255"
"1256","Shield Flux Coil II","1256"
"1262","Basic Explosive Plating","1262"
"1264","Explosive Plating I","1264"
"1265","Explosive Plating I Blueprint","1265"
"1266","Explosive Plating II","1266"
"1272","Basic Layered Plating","1272"
"1274","Layered Plating I","1274"
"1275","Layered Plating I Blueprint","1275"
"1276","Layered Plating II","1276"
"1282","Basic Kinetic Plating","1282"
"1284","Kinetic Plating I","1284"
"1285","Kinetic Plating I Blueprint","1285"
"1286","Kinetic Plating II","1286"
"1292","Basic Thermal Plating","1292"
"1294","Thermal Plating I","1294"
"1295","Thermal Plating I Blueprint","1295"
"1296","Thermal Plating II","1296"
"1302","Basic Adaptive Nano Plating","1302"
"1304","Adaptive Nano Plating I","1304"
"1305","Adaptive Nano Plating I Blueprint","1305"
"1306","Adaptive Nano Plating II","1306"
"1315","'Basic' Expanded Cargohold","1315"
"1317","Expanded Cargohold I","1317"
"1318","Expanded Cargohold I Blueprint","1318"
"1319","Expanded Cargohold II","1319"
"1333","Reinforced Bulkheads I","1333"
"1334","Reinforced Bulkheads I Blueprint","1334"
"1335","Reinforced Bulkheads II","1335"
"1351","Basic Reactor Control Unit","1351"
"1353","Reactor Control Unit I","1353"
"1354","Reactor Control Unit I Blueprint","1354"
"1355","Reactor Control Unit II","1355"
"1401","'Basic' Inertial Stabilizers","1401"
"1403","Inertial Stabilizers I","1403"
"1404","Inertial Stabilizers I Blueprint","1404"
"1405","Inertial Stabilizers II","1405"
"1419","'Basic' Shield Power Relay","1419"
"1422","Shield Power Relay II","1422"
"1436","Auto Targeting System II","1436"
"1445","Capacitor Power Relay I","1445"
"1446","Capacitor Power Relay I Blueprint","1446"
"1447","Capacitor Power Relay II","1447"
"1537","'Basic' Power Diagnostic System","1537"
"1539","Power Diagnostic System I","1539"
"1540","Power Diagnostic System I Blueprint","1540"
"1541","Power Diagnostic System II","1541"
"1547","Small Proton Smartbomb I","1547"
"1548","Small Proton Smartbomb I Blueprint","1548"
"1549","Small Proton Smartbomb II","1549"
"1551","Small Graviton Smartbomb I","1551"
"1552","Small Graviton Smartbomb I Blueprint","1552"
"1553","Small Graviton Smartbomb II","1553"
"1557","Small Plasma Smartbomb I","1557"
"1558","Small Plasma Smartbomb I Blueprint","1558"
"1559","Small Plasma Smartbomb II","1559"
"1563","Small EMP Smartbomb I","1563"
"1564","Small EMP Smartbomb I Blueprint","1564"
"1565","Small EMP Smartbomb II","1565"
"1798","Basic EM Ward Amplifier","1798"
"1800","Basic Thermal Dissipation Amplifier","1800"
"1802","Basic Kinetic Deflection Amplifier","1802"
"1804","Basic Explosive Deflection Amplifier","1804"
"1808","EM Ward Amplifier I","1808"
"1809","EM Ward Amplifier I Blueprint","1809"
"1810","Scourge Auto-Targeting Light Missile I","1810"
"1811","Scourge Auto-Targeting Light Missile I Blueprint","1811"
"1814","Nova Auto-Targeting Light Missile I","1814"
"1815","Nova Auto-Targeting Light Missile I Blueprint","1815"
"1816","Inferno Auto-Targeting Light Missile I","1816"
"1817","Inferno Auto-Targeting Light Missile I Blueprint","1817"
"1818","Scourge Auto-Targeting Heavy Missile I","1818"
"1819","Scourge Auto-Targeting Heavy Missile I Blueprint","1819"
"1820","Mjolnir Auto-Targeting Heavy Missile I","1820"
"1821","Mjolnir Auto-Targeting Heavy Missile I Blueprint","1821"
"1822","Nova Auto-Targeting Heavy Missile I","1822"
"1823","Nova Auto-Targeting Heavy Missile I Blueprint","1823"
"1824","Inferno Auto-Targeting Heavy Missile I","1824"
"1825","Inferno Auto-Targeting Heavy Missile I Blueprint","1825"
"1826","Scourge Auto-Targeting Cruise Missile I","1826"
"1827","Scourge Auto-Targeting Cruise Missile I Blueprint","1827"
"1828","Mjolnir Auto-Targeting Cruise Missile I","1828"
"1829","Mjolnir Auto-Targeting Cruise Missile I Blueprint","1829"
"1830","Nova Auto-Targeting Cruise Missile I","1830"
"1831","Nova Auto-Targeting Cruise Missile I Blueprint","1831"
"1832","Inferno Auto-Targeting Cruise Missile I","1832"
"1833","Inferno Auto-Targeting Cruise Missile I Blueprint","1833"
"1855","Ship Scanner II","1855"
"1875","Rapid Light Missile Launcher I","1875"
"1876","Rapid Light Missile Launcher I Blueprint","1876"
"1877","Rapid Light Missile Launcher II","1877"
"1893","'Basic' Heat Sink","1893"
"1944","Bestower","1944"
"1945","Bestower Blueprint","1945"
"1948","Magnetometric ECM I","1948"
"1949","'Basic' Signal Amplifier","1949"
"1951","'Basic' Tracking Enhancer","1951"
"1952","Sensor Booster II","1952"
"1955","Gravimetric ECM I","1955"
"1956","Radar ECM I","1956"
"1957","Multispectral ECM I","1957"
"1958","Ladar ECM I","1958"
"1963","Remote Sensor Booster I","1963"
"1964","Remote Sensor Booster II","1964"
"1968","Remote Sensor Dampener I","1968"
"1969","Remote Sensor Dampener II","1969"
"1973","Sensor Booster I","1973"
"1977","Tracking Computer I","1977"
"1978","Tracking Computer II","1978"
"1986","Signal Amplifier I","1986"
"1987","Signal Amplifier II","1987"
"1998","Tracking Enhancer I","1998"
"1999","Tracking Enhancer II","1999"
"2001","Cynosural Suppression","2001"
"2006","Omen","2006"
"2007","Omen Blueprint","2007"
"2008","Cynosural Navigation","2008"
"2009","Supercapital Construction Facilities","2009"
"2018","Medium Cap Battery I","2018"
"2019","Medium Cap Battery I Blueprint","2019"
"2020","Large Cap Battery I","2020"
"2021","Large Cap Battery I Blueprint","2021"
"2024","Medium Capacitor Booster II","2024"
"2026","Pirate Detection Array 1","2026"
"2027","Pirate Detection Array 2","2027"
"2028","Pirate Detection Array 3","2028"
"2029","Pirate Detection Array 4","2029"
"2030","Pirate Detection Array 5","2030"
"2031","Entrapment Array 1","2031"
"2032","Cap Recharger II","2032"
"2034","Entrapment Array 2","2034"
"2035","Entrapment Array 3","2035"
"2036","Entrapment Array 4","2036"
"2037","Entrapment Array 5","2037"
"2038","Cargo Scanner II","2038"
"2040","Ore Prospecting Array 1","2040"
"2041","Ore Prospecting Array 2","2041"
"2042","Ore Prospecting Array 3","2042"
"2043","Ore Prospecting Array 4","2043"
"2044","Ore Prospecting Array 5","2044"
"2046","Damage Control I","2046"
"2047","Damage Control I Blueprint","2047"
"2048","Damage Control II","2048"
"2050","Gistum C-Type Adaptive Invulnerability Field","2050"
"2053","Survey Networks 1","2053"
"2054","Survey Networks 2","2054"
"2055","Survey Networks 3","2055"
"2056","Survey Networks 4","2056"
"2057","Survey Networks 5","2057"
"2058","Quantum Flux Generator 1","2058"
"2059","Quantum Flux Generator 2","2059"
"2060","Quantum Flux Generator 3","2060"
"2061","Quantum Flux Generator 4","2061"
"2062","Quantum Flux Generator 5","2062"
"2073","Microorganisms","2073"
"2078","Zephyr","2078"
"2082","Genolution Core Augmentation CA-1","2082"
"2103","Remote Tracking Computer I","2103"
"2104","Remote Tracking Computer II","2104"
"2108","Tracking Disruptor I","2108"
"2109","Tracking Disruptor II","2109"
"2117","Burst Jammer II","2117"
"2161","Crucifier","2161"
"2162","Crucifier Blueprint","2162"
"2173","Infiltrator I","2173"
"2174","Infiltrator I Blueprint","2174"
"2175","Infiltrator II","2175"
"2178","Guristas Nova XL Cruise Missile","2178"
"2180","Guristas Scourge XL Cruise Missile","2180"
"2182","Guristas Inferno XL Cruise Missile","2182"
"2183","Hammerhead I","2183"
"2184","Hammerhead I Blueprint","2184"
"2185","Hammerhead II","2185"
"2188","Guristas Mjolnir XL Cruise Missile","2188"
"2193","Praetor I","2193"
"2194","Praetor I Blueprint","2194"
"2195","Praetor II","2195"
"2203","Acolyte I","2203"
"2204","Acolyte I Blueprint","2204"
"2205","Acolyte II","2205"
"2254","Temperate Command Center","2254"
"2267","Base Metals","2267"
"2268","Aqueous Liquids","2268"
"2270","Noble Metals","2270"
"2272","Heavy Metals","2272"
"2281","Adaptive Invulnerability Field II","2281"
"2286","Planktic Colonies","2286"
"2287","Complex Organisms","2287"
"2288","Carbon Compounds","2288"
"2289","Explosive Deflection Field I","2289"
"2290","Explosive Deflection Field I Blueprint","2290"
"2291","Kinetic Deflection Field I","2291"
"2292","Kinetic Deflection Field I Blueprint","2292"
"2293","EM Ward Field I","2293"
"2294","EM Ward Field I Blueprint","2294"
"2295","Thermal Dissipation Field I","2295"
"2296","Thermal Dissipation Field I Blueprint","2296"
"2297","Explosive Deflection Field II","2297"
"2299","Kinetic Deflection Field II","2299"
"2301","EM Ward Field II","2301"
"2303","Thermal Dissipation Field II","2303"
"2305","Autotrophs","2305"
"2306","Non-CS Crystals","2306"
"2307","Felsic Magma","2307"
"2308","Suspended Plasma","2308"
"2309","Ionic Solutions","2309"
"2310","Noble Gas","2310"
"2311","Reactive Gas","2311"
"2312","Supertensile Plastics","2312"
"2317","Oxides","2317"
"2319","Test Cultures","2319"
"2321","Polyaramids","2321"
"2327","Microfiber Shielding","2327"
"2328","Water-Cooled CPU","2328"
"2329","Biocells","2329"
"2331","Shield Power Relay I","2331"
"2332","Shield Power Relay I Blueprint","2332"
"2333","Survey Scanner II","2333"
"2341","Passive Targeter II","2341"
"2344","Condensates","2344"
"2345","Camera Drones","2345"
"2346","Synthetic Synapses","2346"
"2348","Gel-Matrix Biopaste","2348"
"2349","Supercomputers","2349"
"2351","Smartfab Units","2351"
"2352","Nuclear Reactors","2352"
"2354","Neocoms","2354"
"2355","Small Hull Repairer II","2355"
"2358","Biotech Research Reports","2358"
"2360","Industrial Explosives","2360"
"2361","Hermetic Membranes","2361"
"2363","Heat Sink I","2363"
"2364","Heat Sink II","2364"
"2366","Hazmat Detection Systems","2366"
"2367","Cryoprotectant Solution","2367"
"2368","Broken Organic Mortar Applicators","2368"
"2369","Broken Sterile Conduits","2369"
"2371","Broken Nano-Factory","2371"
"2373","Broken Self-Harmonizing Power Core","2373"
"2374","Broken Recursive Computing Module","2374"
"2375","Broken Broadcast Node","2375"
"2376","Broken Integrity Response Drones","2376"
"2377","Broken Wetware Mainframe","2377"
"2389","Plasmoids","2389"
"2390","Electrolytes","2390"
"2392","Oxidizing Compound","2392"
"2393","Bacteria","2393"
"2395","Proteins","2395"
